nome,valor_venda,url,downloaded
Condomínio Residencial Santos Dumont,500000,https://www.wimoveis.com.br/propriedades/condominio-residencial-santos-dumont-2949485650.html,False
Shis Ql 28,1700000,https://www.wimoveis.com.br/propriedades/shis-ql-28-2949213714.html,False
Casa - Asa Norte,1100000,https://www.wimoveis.com.br/propriedades/casa-asa-norte-2944308009.html,False
"Estância Quintas Da Alvorada, Térrea, Moderna,3 Qts,2 Suítes, Com Churrasqueira!",790000,https://www.wimoveis.com.br/propriedades/estancia-quintas-da-alvorada-terrea-moderna-3-qts-2-2929819267.html,False
Casa 5 Qts Alto Padrão na Asa Sul,1600000,https://www.wimoveis.com.br/propriedades/casa-5-qts-alto-padrao-na-asa-sul-2949472216.html,False
Qi 03 * Projeto De Reforma C/perspectiva * Aceita Proposta *,2690000,https://www.wimoveis.com.br/propriedades/qi-03-projeto-de-reforma-c-perspectiva-aceita-2946809926.html,False
Casa à Venda - em Cardoso Continuação,350000,https://www.wimoveis.com.br/propriedades/casa-a-venda-em-cardoso-continuacao-2944760282.html,False
Smpw Qd 1 - Sobrado 4 Suítes Lazer,2400000,https://www.wimoveis.com.br/propriedades/smpw-qd-1-sobrado-4-suites-lazer-111472715.html,False
Qr 404 - Sobrado 3 Quartos 2 Suítes,415000,https://www.wimoveis.com.br/propriedades/qr-404-sobrado-3-quartos-2-suites-2947058571.html,False
Rua 7 - 4 Quartos Piscina Condomínio Fechado,550000,https://www.wimoveis.com.br/propriedades/rua-7-4-quartos-piscina-condominio-fechado-2945457174.html,False
Shis Qi 29 Destinado A Embaixadas E Empresas 98155 - 6004,3000000,https://www.wimoveis.com.br/propriedades/shis-qi-29-destinado-a-embaixadas-e-empresas-98155-110977145.html,False
Condomínio Residencial Mônaco,630000,https://www.wimoveis.com.br/propriedades/condominio-residencial-monaco-2946907561.html,False
Casa na Rua 1 Prox. Ao Taguapark - 3 Ste - 200 m² Lt - 160 m² Ac - Churrasqueira,430000,https://www.wimoveis.com.br/propriedades/casa-na-rua-1-prox.-ao-taguapark-3-ste-200-m-sup2-2949459227.html,False
"Shis Ql 20 - 5 Suites, Elevador, Casa Nova!",5900000,https://www.wimoveis.com.br/propriedades/shis-ql-20-5-suites-elevador-casa-nova!-2940170233.html,False
Condomínio Reserva Santa Mônica - Setor Habitacional Tororó,680000,https://www.wimoveis.com.br/propriedades/condominio-reserva-santa-monica-setor-habitacional-2942949553.html,False
Linda Casa De 600 m² C/1.600 m² Lote Escriturado,2600000,https://www.wimoveis.com.br/propriedades/linda-casa-de-600-m-sup2--c-1.600-m-sup2--lote-2932334588.html,False
Casa - Samambaia Norte,550000,https://www.wimoveis.com.br/propriedades/casa-samambaia-norte-2942568729.html,False
3 Suítes - 2 Varandas - 5 Vagas - Piscina Com Hidromassagem - Cozinha Com Armários - Segurança 24h,360000,https://www.wimoveis.com.br/propriedades/3-suites-2-varandas-5-vagas-piscina-com-2943810851.html,False
Rua 8 - 4qts - 3 Suítes - Nascente - 1000 m²,890000,https://www.wimoveis.com.br/propriedades/rua-8-4qts-3-suites-nascente-1000-m-sup2-2944127105.html,False
Qe 44 - 3 Quartos Armários,439000,https://www.wimoveis.com.br/propriedades/qe-44-3-quartos-armarios-2948640864.html,False
Casa à Venda - na Vila Metropolitana,855000,https://www.wimoveis.com.br/propriedades/casa-a-venda-na-vila-metropolitana-2949056111.html,False
Setor Qsd 27 4 Quartos Sendo 2 Suítes Reformada Cozinha Modul,620000,https://www.wimoveis.com.br/propriedades/setor-qsd-27-4-quartos-sendo-2-suites-reformada-111179416.html,False
Casa 3 Quartos Park Way,970000,https://www.wimoveis.com.br/propriedades/casa-3-quartos-park-way-2947767745.html,False
Casa A Venda no Condomínio Friburgo / 03 Quartos / Grande Colorado / Sobradinho Df / Churrasqueira /,950000,https://www.wimoveis.com.br/propriedades/casa-a-venda-no-condominio-friburgo-03-quartos-111514267.html,False
Shis Qi 05 Casa De Esquina Bem Espaçosa,2800000,https://www.wimoveis.com.br/propriedades/shis-qi-05-casa-de-esquina-bem-espacosa-2945376017.html,False
Casa Núcleo Bandeirante (Metropolitana),630000,https://www.wimoveis.com.br/propriedades/casa-nucleo-bandeirante-metropolitana-2942680785.html,False
Casa A Venda - Ideal para Quem Deseja Morar Bem!,200000,https://www.wimoveis.com.br/propriedades/casa-a-venda-ideal-para-quem-deseja-morar-bem!-2944852338.html,False
Smdb Conjunto 12 - C - Maravilhosa Casa!,2390000,https://www.wimoveis.com.br/propriedades/smdb-conjunto-12-c-maravilhosa-casa!-111359033.html,False
Shin Qi 11,2100000,https://www.wimoveis.com.br/propriedades/shin-qi-11-2944904674.html,False
"Smdb Cj 27, Casa Reformada Com 4 Suítes E 639.99 m² De Área Construída, Lago Sul, Brasília",2950000,https://www.wimoveis.com.br/propriedades/smdb-cj-27-casa-reformada-com-4-suites-e-639.99-2936384938.html,False
Excelente Sobrado em Condomínio Novo Horizonte Com 22 Cômodos,650000,https://www.wimoveis.com.br/propriedades/excelente-sobrado-em-condominio-novo-horizonte-com-22-2948690416.html,False
Casa na Arniqueiras Com 260 m² Ac - 400 m² Lt - 4 Stes - Lazer Completo,890000,https://www.wimoveis.com.br/propriedades/casa-na-arniqueiras-com-260-m-sup2--ac-400-m-sup2-2947085717.html,False
Linda Casa Park Way Qd 26 Com 5 Quartos 4 Suites Lazer E Qualidade De Vida!,1550000,https://www.wimoveis.com.br/propriedades/linda-casa-park-way-qd-26-com-5-quartos-4-suites-lazer-2947164961.html,False
Condomínio Quintas Interlagos - Área Escriturada,1380000,https://www.wimoveis.com.br/propriedades/condominio-quintas-interlagos-area-escriturada-2943542871.html,False
Local Privilegiado Com Ótima Estrutura,2900000,https://www.wimoveis.com.br/propriedades/local-privilegiado-com-otima-estrutura-2936104395.html,False
Condomínio Alto Da Boa Vista 3 Suítes Aceita Financiamento Sobradinho - Brasília,630000,https://www.wimoveis.com.br/propriedades/condominio-alto-da-boa-vista-3-suites-aceita-2945044680.html,False
Ville De Montagne,820000,https://www.wimoveis.com.br/propriedades/ville-de-montagne-2941564705.html,False
Casa Quadra 703 - Próximo Ao Udf - Ótimo Local - Excelente Oportunidade,1090000,https://www.wimoveis.com.br/propriedades/casa-quadra-703-proximo-ao-udf-otimo-local-2947777264.html,False
Cond Estância Jrd. Botânico - Casa 3 Suítes,700000,https://www.wimoveis.com.br/propriedades/cond-estancia-jrd.-botanico-casa-3-suites-2942464383.html,False
Casa 04 Quartos 03 Suites Quintas Do Sol,1250000,https://www.wimoveis.com.br/propriedades/casa-04-quartos-03-suites-quintas-do-sol-2946873849.html,False
Casa à Venda - no Jardim América,620000,https://www.wimoveis.com.br/propriedades/casa-a-venda-no-jardim-america-2948351713.html,False
Sobrado - Regularizado - 780 m² Lote,740000,https://www.wimoveis.com.br/propriedades/sobrado-regularizado-780-m-sup2--lote-2945581788.html,False
Vicente Pires 3 Quartos Rua 3 Próximo Ao Big Box!,495000,https://www.wimoveis.com.br/propriedades/vicente-pires-3-quartos-rua-3-proximo-ao-big-box!-2946796249.html,False
Casa 3 Quartos Lote 200 m² Guará,550000,https://www.wimoveis.com.br/propriedades/casa-3-quartos-lote-200-m-sup2--guara-2946107804.html,False
Troco Casa Por Propriedade Rural Ou Vendo,305000,https://www.wimoveis.com.br/propriedades/troco-casa-por-propriedade-rural-ou-vendo-2945863967.html,False
Lindo Sobrado na Qsf 01 De Taguatinga Sul,460000,https://www.wimoveis.com.br/propriedades/lindo-sobrado-na-qsf-01-de-taguatinga-sul-2943178222.html,False
Linda Casa Lazer Completo Ac Troca!,900000,https://www.wimoveis.com.br/propriedades/linda-casa-lazer-completo-ac-troca!-2934720481.html,False
"Casa em Condomínio Com 4 Quartos à Venda no Bairro Vicente Pires, 1000 m²",900000,https://www.wimoveis.com.br/propriedades/casa-em-condominio-com-4-quartos-a-venda-no-bairro-2941188473.html,False
Casa - Residencial Olinda,258000,https://www.wimoveis.com.br/propriedades/casa-residencial-olinda-2945714234.html,False
Mansão Beira Lago para Venda,15000000,https://www.wimoveis.com.br/propriedades/mansao-beira-lago-para-venda-2933138460.html,False
Casa em Condomínio Vicente Pires,730000,https://www.wimoveis.com.br/propriedades/casa-em-condominio-vicente-pires-2939788785.html,False
Casa - Recanto Das Emas,300000,https://www.wimoveis.com.br/propriedades/casa-recanto-das-emas-2941049763.html,False
Shis Ql 04 - Excelente Casa,3800000,https://www.wimoveis.com.br/propriedades/shis-ql-04-excelente-casa-2938284571.html,False
"Qr 417 Casa Com 2 Dormitórios à Venda, 70 m² Por R$100.000 - Samambaia Norte - Samambaia/df",100000,https://www.wimoveis.com.br/propriedades/qr-417-casa-com-2-dormitorios-a-venda-70-m-sup2--por-2940638814.html,False
Sha Arniqueiras - Casa Simples - 4 Quartos - Lote 1.000 m²,485000,https://www.wimoveis.com.br/propriedades/sha-arniqueiras-casa-simples-4-quartos-lote-2947295083.html,False
Casa - Riacho Fundo II,330000,https://www.wimoveis.com.br/propriedades/casa-riacho-fundo-ii-2942568581.html,False
Ótima Casa Térrea!,630000,https://www.wimoveis.com.br/propriedades/otima-casa-terrea!-2941108851.html,False
"Casa De Esquina à Venda na Qs 10, Conjunto 210c, Areal – Aceita Fgts E Financiamento - Com 5 Quartos",450000,https://www.wimoveis.com.br/propriedades/casa-de-esquina-a-venda-na-qs-10-conjunto-210c-areal-2940485416.html,False
Casa De Alto Padrão Com 3 Qts - 450 m² Ac - 507 m² Lt - Rua 3 Da Vicente Pires,1250000,https://www.wimoveis.com.br/propriedades/casa-de-alto-padrao-com-3-qts-450-m-sup2--ac-507-2949459221.html,False
"Sobrado Com 4 Dormitórios à Venda, 27557 m² Por R$480.000 - Recanto Das Emas - Recanto Das Emas/df",480000,https://www.wimoveis.com.br/propriedades/sobrado-com-4-dormitorios-a-venda-27557-m-sup2--por-2941952132.html,False
Qnm 18 - Casa Espaçosa Com Garagem Grande,750000,https://www.wimoveis.com.br/propriedades/qnm-18-casa-espacosa-com-garagem-grande-2949295332.html,False
Casa - Sobradinho,220000,https://www.wimoveis.com.br/propriedades/casa-sobradinho-2935549066.html,False
Casa - Setor Habitacional Contagem,1100000,https://www.wimoveis.com.br/propriedades/casa-setor-habitacional-contagem-2931755228.html,False
"Casa - Qnp 10, Conjunto I, Ceilândia Sul (Ceilândia)",210000,https://www.wimoveis.com.br/propriedades/casa-qnp-10-conjunto-i-ceilandia-sul-ceilandia-2945805705.html,False
Smpw Quadra 26 - Aconchegante Casa!,1450000,https://www.wimoveis.com.br/propriedades/smpw-quadra-26-aconchegante-casa!-2938783294.html,False
Qs 14,380000,https://www.wimoveis.com.br/propriedades/qs-14-2942568539.html,False
Casa - Setor Oeste,350000,https://www.wimoveis.com.br/propriedades/casa-setor-oeste-2947274120.html,False
Diogenes Vende: Excelente Casa na Quadra 10 De Sobradinho - Df.,550000,https://www.wimoveis.com.br/propriedades/diogenes-vende:-excelente-casa-na-quadra-10-de-2948957268.html,False
Casa - Setor Habitacional Jardim Botânico,1500000,https://www.wimoveis.com.br/propriedades/casa-setor-habitacional-jardim-botanico-2947310799.html,False
Rua 10b Vdo/trco Por Apt. Águas Claras,550000,https://www.wimoveis.com.br/propriedades/rua-10b-vdo-trco-por-apt.-aguas-claras-2947231052.html,False
Qno 6 - 4 Quartos Com Habite - Se,235000,https://www.wimoveis.com.br/propriedades/qno-6-4-quartos-com-habite-se-2938725679.html,False
Qnm 40 - 3 Quartos,350000,https://www.wimoveis.com.br/propriedades/qnm-40-3-quartos-2938724487.html,False
"Casa à Venda, 350 m² Por R$650.000 - Setor Habitacional Jardim Botânico - Brasília/df",650000,https://www.wimoveis.com.br/propriedades/casa-a-venda-350-m-sup2--por-r$650.000-setor-2943190374.html,False
"Casa Residencial à Venda, Setor Central, Goiânia.",500000,https://www.wimoveis.com.br/propriedades/casa-residencial-a-venda-setor-central-goiania.-2938749573.html,False
Condomínio Ville Montagne Qd 01,1700000,https://www.wimoveis.com.br/propriedades/condominio-ville-montagne-qd-01-2945905511.html,False
Shis Qi 25 Espetacular Vista para O Lago,7880000,https://www.wimoveis.com.br/propriedades/shis-qi-25-espetacular-vista-para-o-lago-111419597.html,False
Casa A Venda / Condomínio Solar De Athenas / 04 Quartos / Piscina / Churrasqueira /hidormassagem,870000,https://www.wimoveis.com.br/propriedades/casa-a-venda-condominio-solar-de-athenas-04-2929754930.html,False
"Oportunidade De Investimento! Lote Vazado, Prédio Comercial Com Ótima Casa Residencial, qno 5",530000,https://www.wimoveis.com.br/propriedades/oportunidade-de-investimento!-lote-vazado-predio-2944277216.html,False
"Shigs 703 - para Vender Hoje - Sobrado - Frente W/3 Sul - Casa Com 3 Dormitórios à Venda, 250 m² -",958000,https://www.wimoveis.com.br/propriedades/shigs-703-para-vender-hoje-sobrado-frente-w-3-2941115534.html,False
Casa Lago Norte Ql 02 06 Quartos 03 Suites,5500000,https://www.wimoveis.com.br/propriedades/casa-lago-norte-ql-02-06-quartos-03-suites-2933222702.html,False
"Casa à Venda, 420 m² Por R$800.000 - Riacho Fundo - Riacho Fundo/df",800000,https://www.wimoveis.com.br/propriedades/casa-a-venda-420-m-sup2--por-r$800.000-riacho-fundo-2949202243.html,False
"Casa A Venda, 4 Quartos, 1 Suíte, Casa De Apoio, Cond. Jardim America",447000,https://www.wimoveis.com.br/propriedades/casa-a-venda-4-quartos-1-suite-casa-de-apoio-cond.-2945675596.html,False
"Excelente Localização, Quadra 406 - Samambaia Norte!",255000,https://www.wimoveis.com.br/propriedades/excelente-localizacao-quadra-406-samambaia-norte!-2949400814.html,False
Casa - Residencial Santos Dumont,300000,https://www.wimoveis.com.br/propriedades/casa-residencial-santos-dumont-2949032931.html,False
Casa Lago Sul 4 Suítes Shis Qi 28,6000000,https://www.wimoveis.com.br/propriedades/casa-lago-sul-4-suites-shis-qi-28-2933771622.html,False
707 Sul Casa W - 3 Sul,770000,https://www.wimoveis.com.br/propriedades/707-sul-casa-w-3-sul-2944873966.html,False
"Casa à Venda, 350 m² Por R$540.000 - Setor Habitacional Jardim Botânico - Brasília/df",460000,https://www.wimoveis.com.br/propriedades/casa-a-venda-350-m-sup2--por-r$540.000-setor-2943190263.html,False
"Chalé De 1 Quarto, Oportunidade!",50000,https://www.wimoveis.com.br/propriedades/chale-de-1-quarto-oportunidade!-2940427390.html,False
Casa 4 Quartos Jardim Botânico Alto Luxo,3500000,https://www.wimoveis.com.br/propriedades/casa-4-quartos-jardim-botanico-alto-luxo-2947783999.html,False
Casa - Sobradinho,399000,https://www.wimoveis.com.br/propriedades/casa-sobradinho-2949445453.html,False
"Qr 417 Casa Com 2 Dormitórios à Venda, 70 m² Por R$100.000 - Samambaia Norte - Samambaia/df",100000,https://www.wimoveis.com.br/propriedades/qr-417-casa-com-2-dormitorios-a-venda-70-m-sup2--por-2940638814.html,False
Mansão Jardim Botânico - 7 Quartos 4 Suítes,2500000,https://www.wimoveis.com.br/propriedades/mansao-jardim-botanico-7-quartos-4-suites-2929489592.html,False
Smdb Conjunto 24 - Residencial Versailles,9000000,https://www.wimoveis.com.br/propriedades/smdb-conjunto-24-residencial-versailles-2938284455.html,False
"Sobrado na Ceilandia Sul Qnm - 25 Cj - D, N. 24",408000,https://www.wimoveis.com.br/propriedades/sobrado-na-ceilandia-sul-qnm-25-cj-d-n.-24-2946508295.html,False
Qnh 8 - Sobrado,710000,https://www.wimoveis.com.br/propriedades/qnh-8-sobrado-2939653454.html,False
"Cond. Império Dos Nobres (Sobradinho) - Escriturado, Aceito Imóvel Menor Valor",1250000,https://www.wimoveis.com.br/propriedades/cond.-imperio-dos-nobres-sobradinho-escriturado-2948333808.html,False
Casa Condomínio Fechado. 2 Casas. Portaria/segurança,280000,https://www.wimoveis.com.br/propriedades/casa-condominio-fechado.-2-casas.-portaria-seguranca-2939761473.html,False
"Casa 3 Quartos, Parque Itatiaia",205000,https://www.wimoveis.com.br/propriedades/casa-3-quartos-parque-itatiaia-2948614569.html,False
"Shis Qi 05 - Chácara Inteira - Casa Com 2 Dormitórios à Venda, 639 m² Por R$8.500.000 - Lago Sul -",8500000,https://www.wimoveis.com.br/propriedades/shis-qi-05-chacara-inteira-casa-com-2-dormitorios-2945601870.html,False
"Casa A Venda, 3 Quartos, Piscina - Condomínio Rk/ Região Dos Lagos - Sobradinho/df",1200000,https://www.wimoveis.com.br/propriedades/casa-a-venda-3-quartos-piscina-condominio-rk-2945677749.html,False
Linda Casa Nova Condomínio Amobb Jardim Botânico De R$1.4 Milhões Por 1 Milhão!,1300000,https://www.wimoveis.com.br/propriedades/linda-casa-nova-condominio-amobb-jardim-botanico-de-2947895719.html,False
Casa Jardim Botânico 3 Quartos Nova,595000,https://www.wimoveis.com.br/propriedades/casa-jardim-botanico-3-quartos-nova-2940401732.html,False
Jardim Botânico - Condomínio Jardins Do Lago,2900000,https://www.wimoveis.com.br/propriedades/jardim-botanico-condominio-jardins-do-lago-2947900370.html,False
Vila Planalto - Escriturada - Oportunidade,1100000,https://www.wimoveis.com.br/propriedades/vila-planalto-escriturada-oportunidade-110980024.html,False
Casa A Venda / Condomínio Residencial Mônaco / 08 Quartos / Piscina Inteligente,650000,https://www.wimoveis.com.br/propriedades/casa-a-venda-condominio-residencial-monaco-08-111391678.html,False
Casa - Setor Habitacional Contagem,1100000,https://www.wimoveis.com.br/propriedades/casa-setor-habitacional-contagem-2931755228.html,False
Sobrado 4 Quartos Com 2 Súites Vila São José Chác 97 - Vicente Pires,359000,https://www.wimoveis.com.br/propriedades/sobrado-4-quartos-com-2-suites-vila-sao-jose-chac-97-2941313547.html,False
Setor Habitacional Jardim Botânico - Solar De Brasilia - (Já Incluso O Valor Da Escrituração Junto A Te,1990000,https://www.wimoveis.com.br/propriedades/setor-habitacional-jardim-botanico-solar-de-brasilia-2949338805.html,False
"Linda Casa 4 Quartos Alto Padrão, Lote De 900 m² Ponte Alta Norte",990000,https://www.wimoveis.com.br/propriedades/linda-casa-4-quartos-alto-padrao-lote-de-900-m-sup2-2948310416.html,False
Casa Lago Sul,5500000,https://www.wimoveis.com.br/propriedades/casa-lago-sul-2940158659.html,False
Excelente Casa em Cond. Fechado na Rua 12 Lote De 800 m²,755000,https://www.wimoveis.com.br/propriedades/excelente-casa-em-cond.-fechado-na-rua-12-lote-de-800-2934162379.html,False
Rua 3 Vicente Pires - 3 Quartos (2 Suítes) - Porcelanato - Quintal,480000,https://www.wimoveis.com.br/propriedades/rua-3-vicente-pires-3-quartos-2-suites-2947193713.html,False
Casa Riacho Fundo II,185000,https://www.wimoveis.com.br/propriedades/casa-riacho-fundo-ii-2940425085.html,False
Casa - Ponte Alta,470000,https://www.wimoveis.com.br/propriedades/casa-ponte-alta-2948752103.html,False
Rua 4 Vicente Pires Casa Sobrado - Mansão De Cinema - Aceita Permuta,1300000,https://www.wimoveis.com.br/propriedades/rua-4-vicente-pires-casa-sobrado-mansao-de-cinema-2944082935.html,False
"Casa à Venda, 150 m² Por R$400.000 - Setor Habitacional Jardim Botânico - Brasília/df",400000,https://www.wimoveis.com.br/propriedades/casa-a-venda-150-m-sup2--por-r$400.000-setor-2943190252.html,False
Gama - Ponte Alta - Residencial Das Palmeiras - 1160 m Ac Imóvel De (-) Valor,490000,https://www.wimoveis.com.br/propriedades/gama-ponte-alta-residencial-das-palmeiras-1160-m-2942260475.html,False
Condomínio Rk - Casa Com Churrasqueira E Salão De Festas,580000,https://www.wimoveis.com.br/propriedades/condominio-rk-casa-com-churrasqueira-e-salao-de-2949445448.html,False
De R$550.000por R$500.000,490000,https://www.wimoveis.com.br/propriedades/de-r$550.000por-r$500.000-2938978480.html,False
Excelente Casa na Qd Es 8a Setor De Mansões De Sobradinho,750000,https://www.wimoveis.com.br/propriedades/excelente-casa-na-qd-es-8a-setor-de-mans-es-de-2939913672.html,False
"711 Sul Com 4 Quartos, Sendo 1 Suíte no Subsolo, Área 120 m², 800 Mil",800000,https://www.wimoveis.com.br/propriedades/711-sul-com-4-quartos-sendo-1-suite-no-subsolo-area-2947645158.html,False
Qi 22,390000,https://www.wimoveis.com.br/propriedades/qi-22-2938726422.html,False
Casa - Sobradinho,750000,https://www.wimoveis.com.br/propriedades/casa-sobradinho-2942065521.html,False
Diogenes Vende - Casa 4 Quartos no Grande Colorado Sobradinho - Df,450000,https://www.wimoveis.com.br/propriedades/diogenes-vende-casa-4-quartos-no-grande-colorado-2939887766.html,False
Guara Park! Casa Moderna! Lote De 400 m,630000,https://www.wimoveis.com.br/propriedades/guara-park!-casa-moderna!-lote-de-400-m-2947997644.html,False
Casa em Condomínio na Rua 10 Da Vicente Pires Com 210 m² Ac - 350 m² Lt - 3 Stes - Lazer Completo,750000,https://www.wimoveis.com.br/propriedades/casa-em-condominio-na-rua-10-da-vicente-pires-com-210-2949073902.html,False
"Qnd 41 Linda, 770 Mil",840000,https://www.wimoveis.com.br/propriedades/qnd-41-linda-770-mil-111295122.html,False
Qse 06 Lote 05 Taguatinga Sul Sobrado 06 Quartos Suítes Dividido 02 Residencias,750000,https://www.wimoveis.com.br/propriedades/qse-06-lote-05-taguatinga-sul-sobrado-06-quartos-2941471686.html,False
Smpw 28 06 Quartos 03 Suítes 02 Dce Lote De Esquina 4.133 De Área,2500000,https://www.wimoveis.com.br/propriedades/smpw-28-06-quartos-03-suites-02-dce-lote-de-esquina-110968900.html,False
Casa Térrea Qi 29 Com Piscina Lago Sul Brasília Df,1450000,https://www.wimoveis.com.br/propriedades/casa-terrea-qi-29-com-piscina-lago-sul-brasilia-df-2947412110.html,False
Com Laje Ampla Lote 207 m Com Potencial,599000,https://www.wimoveis.com.br/propriedades/com-laje-ampla-lote-207-m-com-potencial-2948789913.html,False
Lote 108 m² Com Duas Casas Construídas. Qr 302,150000,https://www.wimoveis.com.br/propriedades/lote-108-m-sup2--com-duas-casas-construidas.-qr-302-2949207865.html,False
"Casa à Venda, 420 m² Por R$590.000 - Setor Habitacional Jardim Botânico - Brasília/df",590000,https://www.wimoveis.com.br/propriedades/casa-a-venda-420-m-sup2--por-r$590.000-setor-2943190333.html,False
Casa - Sobradinho,580000,https://www.wimoveis.com.br/propriedades/casa-sobradinho-2941790613.html,False
Qnp 28! Casa De 2 Quartos! Pechincha De Preço!,140000,https://www.wimoveis.com.br/propriedades/qnp-28!-casa-de-2-quartos!-pechincha-de-preco!-2947954719.html,False
Smpw Quadra 05 Casa De Condomínio 4 Quartos 4 Suites,1300000,https://www.wimoveis.com.br/propriedades/smpw-quadra-05-casa-de-condominio-4-quartos-4-suites-2948578949.html,False
Excelente Casa para Venda em Pirenópolis - Go,550000,https://www.wimoveis.com.br/propriedades/excelente-casa-para-venda-em-pirenopolis-go-2945250059.html,False
Casa na Ql 16 Lago Sul,2900000,https://www.wimoveis.com.br/propriedades/casa-na-ql-16-lago-sul-2948237729.html,False
"Casa A Venda, Residencial Campos Dourados",150000,https://www.wimoveis.com.br/propriedades/casa-a-venda-residencial-campos-dourados-2939810358.html,False
Casa - Vicente Pires,590000,https://www.wimoveis.com.br/propriedades/casa-vicente-pires-2938537167.html,False
Rua 6 Lt 800 m² C/ 3 Suites Laje Otimo Condominio Ac Troca,620000,https://www.wimoveis.com.br/propriedades/rua-6-lt-800-m-sup2--c-3-suites-laje-otimo-condominio-111190616.html,False
"Estuda Troca! Qn 03 - Riacho Fundo, Sobrado De 4 Quartos",650000,https://www.wimoveis.com.br/propriedades/estuda-troca!-qn-03-riacho-fundo-sobrado-de-4-111499407.html,False
Smpw Quadra 15,980000,https://www.wimoveis.com.br/propriedades/smpw-quadra-15-2947883916.html,False
Excelente Casa Qne 25 Frente Ao Supermercado Dona De Casa - Sandu Norte,980000,https://www.wimoveis.com.br/propriedades/excelente-casa-qne-25-frente-ao-supermercado-dona-de-2942579483.html,False
Casa Térrea E Reformada na Qi 27 Lago Sul,1850000,https://www.wimoveis.com.br/propriedades/casa-terrea-e-reformada-na-qi-27-lago-sul-2949052425.html,False
Smpw 05 Conjunto 12 Próximo Á Águas Claras,2900000,https://www.wimoveis.com.br/propriedades/smpw-05-conjunto-12-proximo-a-aguas-claras-111524316.html,False
Vicente Pires Rua 8 Bairro São José,149000,https://www.wimoveis.com.br/propriedades/vicente-pires-rua-8-bairro-sao-jose-2947275358.html,False
Casa - Setor Norte (Gama),300000,https://www.wimoveis.com.br/propriedades/casa-setor-norte-gama-2947713626.html,False
"Colonia Agrícola Samambaia - Casa Com 4 Dormitórios à Venda, 280 m² Por R$650.000 - Taguatinga Nort",650000,https://www.wimoveis.com.br/propriedades/colonia-agricola-samambaia-casa-com-4-dormitorios-a-2948214121.html,False
Casa 4 Quartos Qi 28 Lago Sul,5000000,https://www.wimoveis.com.br/propriedades/casa-4-quartos-qi-28-lago-sul-2938965370.html,False
Condominio Amobb - Ótima Casa!,700000,https://www.wimoveis.com.br/propriedades/condominio-amobb-otima-casa!-111420921.html,False
Casa 2 Quartos na Quadra 1 De Sobradinho,330000,https://www.wimoveis.com.br/propriedades/casa-2-quartos-na-quadra-1-de-sobradinho-2949289213.html,False
Shas Conj 04 Arniqueiras Lote De 1.300 m² Ac Imóvel E Carro 98191 - 4550,680000,https://www.wimoveis.com.br/propriedades/shas-conj-04-arniqueiras-lote-de-1.300-m-sup2--ac-2939219336.html,False
Oportunidade Casa A Venda / Condomínio Fraternidade /setor Habitacional Contagem / 07 Quartos / Chur,699000,https://www.wimoveis.com.br/propriedades/oportunidade-casa-a-venda-condominio-fraternidade-2948501628.html,False
"Casa Com 5 Dormitórios à Venda, 360 m² Por R$850.000 - Setor Habitacional Jardim Botânico - Brasíli",850000,https://www.wimoveis.com.br/propriedades/casa-com-5-dormitorios-a-venda-360-m-sup2--por-2942949572.html,False
Casa A Venda Qna 09,2500000,https://www.wimoveis.com.br/propriedades/casa-a-venda-qna-09-2938795018.html,False
"Shis Ql 12, Península Dos Ministros, 5 Dormitórios, Piscina, Churrasqueira, Ampla Garagem, Paisagism",8900000,https://www.wimoveis.com.br/propriedades/shis-ql-12-peninsula-dos-ministros-5-dormitorios-2929533394.html,False
Shis Qi 09,8500000,https://www.wimoveis.com.br/propriedades/shis-qi-09-111459592.html,False
"Condomínio Alto Da Boa Vista - Casa Com 3 Dormitórios à Venda, 178 m² Por R$650.000 - Alto Da Boa V",650000,https://www.wimoveis.com.br/propriedades/condominio-alto-da-boa-vista-casa-com-3-dormitorios-2941970269.html,False
Qnl 02 - 3 Quartos Excelente Potencial,415000,https://www.wimoveis.com.br/propriedades/qnl-02-3-quartos-excelente-potencial-2945135252.html,False
Sobrado Com 03 Suítes 03 Salas Garagem E Terraço - Guará II - Oportunidade!,600000,https://www.wimoveis.com.br/propriedades/sobrado-com-03-suites-03-salas-garagem-e-terraco-2947666940.html,False
"Oportunidade Lote, Setor Leste. Gama - Df",180000,https://www.wimoveis.com.br/propriedades/oportunidade-lote-setor-leste.-gama-df-2942177737.html,False
Casa - Ceilandia Norte,420000,https://www.wimoveis.com.br/propriedades/casa-ceilandia-norte-2948068614.html,False
"Casa no Condomínio Recanto Da Serra, Sobradinho, Com 03 Quartos.",430000,https://www.wimoveis.com.br/propriedades/casa-no-condominio-recanto-da-serra-sobradinho-com-2937450482.html,False
Shis Qi 29 Aceita Apartamento Sudo/plano,1889000,https://www.wimoveis.com.br/propriedades/shis-qi-29-aceita-apartamento-sudo-plano-111409645.html,False
"Rua 12 Vp Aceita Troca Por Imóvel em Águas Claras, Taguatinga Ou Casa em Lote De 400 m²",850000,https://www.wimoveis.com.br/propriedades/rua-12-vp-aceita-troca-por-imovel-em-aguas-claras-2941101812.html,False
De R$310 Mil Por R$300 Mil,300000,https://www.wimoveis.com.br/propriedades/de-r$310-mil-por-r$300-mil-2938853272.html,False
